;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_scaler__scaler;param_regressor__regressor__weights;param_regressor__regressor__p;param_regressor__regressor__n_neighbors;param_regressor__regressor__metric;param_regressor__regressor__algorithm;param_feature_selection__spearman_thr;param_feature_selection__rfe_k;params;split0_test_R2;split1_test_R2;split2_test_R2;split3_test_R2;split4_test_R2;mean_test_R2;std_test_R2;rank_test_R2;split0_train_R2;split1_train_R2;split2_train_R2;split3_train_R2;split4_train_R2;mean_train_R2;std_train_R2;split0_test_MAE;split1_test_MAE;split2_test_MAE;split3_test_MAE;split4_test_MAE;mean_test_MAE;std_test_MAE;rank_test_MAE;split0_train_MAE;split1_train_MAE;split2_train_MAE;split3_train_MAE;split4_train_MAE;mean_train_MAE;std_train_MAE;split0_test_MAPE;split1_test_MAPE;split2_test_MAPE;split3_test_MAPE;split4_test_MAPE;mean_test_MAPE;std_test_MAPE;rank_test_MAPE;split0_train_MAPE;split1_train_MAPE;split2_train_MAPE;split3_train_MAPE;split4_train_MAPE;mean_train_MAPE;std_train_MAPE;split0_test_MedAE;split1_test_MedAE;split2_test_MedAE;split3_test_MedAE;split4_test_MedAE;mean_test_MedAE;std_test_MedAE;rank_test_MedAE;split0_train_MedAE;split1_train_MedAE;split2_train_MedAE;split3_train_MedAE;split4_train_MedAE;mean_train_MedAE;std_train_MedAE;split0_test_RMSE;split1_test_RMSE;split2_test_RMSE;split3_test_RMSE;split4_test_RMSE;mean_test_RMSE;std_test_RMSE;rank_test_RMSE;split0_train_RMSE;split1_train_RMSE;split2_train_RMSE;split3_train_RMSE;split4_train_RMSE;mean_train_RMSE;std_train_RMSE;overfit_mae;overfit_R2;Model;Use_Log;Execution_Time_s;param_regressor__regressor__validation_fraction;param_regressor__regressor__subsample;param_regressor__regressor__n_iter_no_change;param_regressor__regressor__n_estimators;param_regressor__regressor__min_samples_split;param_regressor__regressor__min_samples_leaf;param_regressor__regressor__min_impurity_decrease;param_regressor__regressor__max_leaf_nodes;param_regressor__regressor__max_features;param_regressor__regressor__max_depth;param_regressor__regressor__loss;param_regressor__regressor__learning_rate;param_regressor__regressor__criterion;param_regressor__n_estimators;param_regressor__min_samples_split;param_regressor__min_samples_leaf;param_regressor__min_impurity_decrease;param_regressor__max_samples;param_regressor__max_features;param_regressor__max_depth;param_regressor__criterion;param_regressor__ccp_alpha;param_regressor__bootstrap;param_regressor__regressor__solver;param_regressor__regressor__max_iter;param_regressor__regressor__learning_rate_init;param_regressor__regressor__hidden_layer_sizes;param_regressor__regressor__batch_size;param_regressor__regressor__alpha;param_regressor__regressor__activation;param_regressor__solver;param_regressor__max_iter;param_regressor__learning_rate_init;param_regressor__hidden_layer_sizes;param_regressor__activation;param_regressor__fit_intercept;param_regressor__epsilon;param_regressor__alpha;param_regressor__max_leaf_nodes;mean_train_MAE_pos;mean_test_MAE_pos
91;52.97936882972717;0.7854948443297918;8.059987831115723;0.056536501060396954;StandardScaler();;;;;;0.2;12;{'scaler__scaler': StandardScaler(), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 24, 'regressor__min_samples_leaf': 4, 'regressor__min_impurity_decrease': 0.001, 'regressor__max_samples': 0.75, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 20, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.2, 'feature_selection__rfe_k': 12};0.9415502605039308;0.9241270769805704;0.9053583101992786;0.9249183835155131;0.9378597927300877;0.9267627647858762;0.012730383556148774;18;0.9385825869174874;0.9408844437566022;0.9414448859690008;0.9377462647462169;0.9397617630950148;0.9396839888968642;0.001379547780905215;-1402.5506828985747;-1412.2780712297977;-1442.542214140062;-1420.6666328907284;-1376.7630913368325;-1410.960138499199;21.603413896717136;16;-1293.1241518281981;-1282.2328317798076;-1294.1985443968372;-1299.655134773055;-1288.6836226561559;-1291.5788570868106;5.834509922058419;-0.09059688264813703;-0.09039135422258902;-0.08832413857107525;-0.09164764317759314;-0.08828833023206367;-0.08984966977029162;0.0013303746913902546;17;-0.0819428912118339;-0.08160739020814173;-0.08266022553070403;-0.08247100646463465;-0.08202696086496714;-0.08214169485605628;0.0003782825479837936;-885.2937444699637;-876.3032349476834;-885.807200131283;-877.2149833615349;-865.5669776696341;-878.0372281160198;7.378610433580671;16;-810.5416571057849;-803.1578611130208;-817.7971564357849;-819.0059196323491;-809.8573561932599;-812.0719900960399;5.789043553862033;-2307.307835864023;-2679.228356773989;-3090.8566628165563;-2697.370211118906;-2370.860910097435;-2629.1247953341817;279.510468824887;19;-2424.8441095410044;-2368.002013300264;-2336.9285065221447;-2422.6827373765364;-2403.3830121199344;-2391.168075771977;33.926541643079005;9.243050144197626;-1.375060580329441;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;24.0;4.0;0.001;0.75;sqrt;20;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1291.5788570868106;1410.960138499199
21;28.70550141334534;1.1640368308397202;8.517063522338868;0.09540228180263506;RobustScaler();distance;1.5;8.0;euclidean;kd_tree;0.2;12;{'scaler__scaler': RobustScaler(), 'regressor__regressor__weights': 'distance', 'regressor__regressor__p': 1.5, 'regressor__regressor__n_neighbors': 8, 'regressor__regressor__metric': 'euclidean', 'regressor__regressor__algorithm': 'kd_tree', 'feature_selection__spearman_thr': 0.2, 'feature_selection__rfe_k': 12};0.9318319242922236;0.9312692866084864;0.9036684885493111;0.9287525843731028;0.9401170464535008;0.927127866055325;0.01233677784587554;2;0.9989788762268086;0.9989369971291026;0.9989463136433563;0.9990838527482814;0.9988732765310042;0.9989638632557106;6.907763744413585e-05;-1432.8798768296317;-1410.3939266030668;-1440.8153794721813;-1421.2320010579942;-1356.9620155381485;-1412.4566399002044;29.60487054343678;3;-46.36970892257492;-50.42750485399539;-46.39646050597311;-44.66186629197908;-51.58348872535569;-47.88780585997564;2.6473971441513955;-0.08942846784032707;-0.08889566915791167;-0.08647760619366948;-0.08945431662083565;-0.08676095777451269;-0.0882034035174513;0.0013117792518909533;3;-0.004159613313548335;-0.004251418468637569;-0.004171908985133329;-0.004036716982265358;-0.004391902958327328;-0.0042023121415823836;0.00011706870442406363;-875.645054157947;-862.7823328744744;-839.2363893018319;-859.5723499613487;-841.3858917383086;-855.7244036067821;13.703290943416437;2;-7.275957614183426e-12;-7.275957614183426e-12;-7.275957614183426e-12;-7.275957614183426e-12;-7.275957614183426e-12;-7.275957614183426e-12;0.0;-2491.7517293785518;-2550.0092106749976;-3118.328109526075;-2627.5942795110846;-2327.4016276317416;-2623.01699134449;266.57201790943617;2;-312.6635519118285;-317.53996736526074;-313.48638884690854;-293.89789745623824;-328.6968418048806;-313.2569294770234;11.24199426759401;2849.5121242978635;-7.191050631828241;KNN;True;9891.770384073257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.88780585997564;1412.4566399002044
114;51.14713797569275;0.5292913986753928;8.147150659561158;0.19821380396536642;MinMaxScaler();;;;;;0.25;14;{'scaler__scaler': MinMaxScaler(), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 24, 'regressor__min_samples_leaf': 3, 'regressor__min_impurity_decrease': 0.001, 'regressor__max_samples': 0.8, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 20, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.25, 'feature_selection__rfe_k': 14};0.9429125917973765;0.9221236100384584;0.9061761927943979;0.925201585023119;0.9373564387307324;0.9267540836768168;0.012812559843571375;19;0.9405660377505367;0.9411904032289425;0.9436182929857989;0.9389412188778192;0.9411065860406962;0.9410845077767588;0.0015029482529009752;-1396.4835774628973;-1425.2944210653366;-1435.118657286943;-1425.48658745945;-1380.610332602678;-1412.598715175461;20.5785338441433;17;-1278.8556286214778;-1281.0023170174288;-1281.5915995422652;-1293.1400786799827;-1280.0415396284598;-1282.9262326979228;5.190310561098471;-0.09080250503828335;-0.09128987815356503;-0.08819187237387936;-0.09196086703625066;-0.08877907081010261;-0.09020483868241622;0.0014630788557957524;20;-0.0817124299268858;-0.08148302086665318;-0.0822838317153106;-0.08223906733486823;-0.08165129237175482;-0.08187392844309453;0.0003255163366645739;-897.1165420059988;-892.6813364595037;-876.0919779971737;-882.5875893707853;-874.1700263954581;-884.5294944457839;9.024051772085008;18;-805.1157657907424;-809.3068278349692;-816.5172173395977;-822.7678747072132;-807.2409743397839;-812.1897320024613;6.534012078847388;-2280.2602372335887;-2714.371138317348;-3077.472269630311;-2692.278278840381;-2380.44387919943;-2628.9651606442117;281.3607327652031;18;-2385.3680922116187;-2361.8661281256764;-2293.148189583829;-2399.318500924218;-2376.4037348241404;-2363.2209291338963;37.092700632978435;10.10755561563692;-1.5227563498836627;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;24.0;3.0;0.001;0.8;sqrt;20;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1282.9262326979228;1412.598715175461
107;50.48325910568237;0.43963554505130376;7.960433769226074;0.05101928601237749;RobustScaler();;;;;;0.25;13;{'scaler__scaler': RobustScaler(), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 26, 'regressor__min_samples_leaf': 4, 'regressor__min_impurity_decrease': 0.0005, 'regressor__max_samples': 0.75, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 20, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.25, 'feature_selection__rfe_k': 13};0.9407382526528811;0.9226108080016929;0.9041678725876585;0.9251031469175581;0.9359034751936838;0.925704711070695;0.012679051144425623;22;0.9364042764203578;0.9387363080362601;0.939932115399877;0.9372209260565528;0.9371782734001337;0.9378943798626362;0.001268697436943215;-1412.6817083831327;-1432.0734849703083;-1453.9837958033695;-1424.3451522029113;-1398.2510292902864;-1424.2670341300018;18.735447590000817;18;-1311.9982269796437;-1307.4082775084917;-1314.3661133773414;-1308.2976876010082;-1313.5929636449123;-1311.1326538222795;2.798771673815761;-0.09161947542764384;-0.09178401328109663;-0.08930186471829225;-0.09209513792205067;-0.08989068695386196;-0.09093823566058908;0.0011218661595664822;23;-0.08356772800103617;-0.0833719870588106;-0.08426965968953438;-0.08318929222411622;-0.08381878739636069;-0.08364349087397162;0.0003764484040178314;-901.7259919795179;-890.1518590297737;-892.1403961878359;-881.2798098334233;-880.6643709372174;-889.1924855935537;7.772239495352452;19;-825.9915219581185;-822.2595470853321;-830.2551389649643;-825.7144495151024;-824.8083809661148;-825.8058076979265;2.584964574055862;-2323.2795909557863;-2705.8672073459215;-3110.234876573437;-2694.049276496727;-2407.8918081823776;-2648.26455191085;276.4869503473718;22;-2467.4707895102283;-2410.642226904043;-2366.923271257131;-2432.8833719605454;-2454.3799542716756;-2426.459922780725;35.48941370385131;8.628751635306104;-1.2996845970786788;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;26.0;4.0;0.0005;0.75;sqrt;20;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1311.1326538222795;1424.2670341300018
113;60.87203359603882;1.902910714922608;8.041694021224975;0.16695381520932295;MinMaxScaler(feature_range=(-1, 1));;;;;;0.3;9;{'scaler__scaler': MinMaxScaler(feature_range=(-1, 1)), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 25, 'regressor__min_samples_leaf': 3, 'regressor__min_impurity_decrease': 0.0005, 'regressor__max_samples': 0.75, 'regressor__max_features': 0.5, 'regressor__max_depth': 19, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.3, 'feature_selection__rfe_k': 9};0.9397784284338068;0.9230211985997441;0.9019555913624218;0.9275833931229936;0.9374134648912056;0.9259504152820343;0.013487875711185924;21;0.9421112994943809;0.9440492999174186;0.9415584520167685;0.942657811163243;0.9424128440233789;0.942557941323038;0.0008311011328156312;-1413.5327053427598;-1422.5020963330946;-1489.148021035171;-1416.7849991291102;-1381.4682660084204;-1424.6872175697113;35.25539933568399;19;-1260.2229391578396;-1255.507422425188;-1307.960487025386;-1256.7990287573987;-1264.1541877820007;-1268.9288130295627;19.74500571428471;-0.08956982155103065;-0.08921094862516249;-0.0901933577742125;-0.08947790257675846;-0.08699817285983077;-0.08909004067739898;0.0010943915984517128;15;-0.07855450143620533;-0.07839889172193458;-0.0827579088392869;-0.07818662032661423;-0.07884411816277014;-0.07934840809736224;0.0017181748226190426;-880.2662577417541;-883.0636044456605;-912.4566249522536;-863.0220787896242;-865.5196730027046;-880.8656477863994;17.64693750654547;17;-783.7989387227894;-780.1003050801446;-822.6189592073306;-785.2111427948639;-784.7111517650419;-791.2880995140341;15.767451838726236;-2342.018349789028;-2698.683138554029;-3145.9298777947984;-2649.066348463765;-2379.360140666202;-2643.0115710535642;288.5036578643051;21;-2354.154512298527;-2303.742527802931;-2334.6612020716034;-2325.1499761951113;-2349.901597208472;-2333.521963115329;18.17799382076823;12.27479453069365;-1.7619634096650172;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;25.0;3.0;0.0005;0.75;0.5;19;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1268.9288130295627;1424.6872175697113
68;79.18051629066467;4.6610607973732305;7.141632604598999;0.047522290318959826;RobustScaler();;;;;;0.25;14;{'scaler__scaler': RobustScaler(), 'regressor__regressor__validation_fraction': 0.15, 'regressor__regressor__subsample': 0.8, 'regressor__regressor__n_iter_no_change': 10, 'regressor__regressor__n_estimators': 900, 'regressor__regressor__min_samples_split': 4, 'regressor__regressor__min_samples_leaf': 4, 'regressor__regressor__min_impurity_decrease': 0.0, 'regressor__regressor__max_leaf_nodes': 40, 'regressor__regressor__max_features': 0.5, 'regressor__regressor__max_depth': 7, 'regressor__regressor__loss': 'absolute_error', 'regressor__regressor__learning_rate': 0.05, 'regressor__regressor__criterion': 'squared_error', 'feature_selection__spearman_thr': 0.25, 'feature_selection__rfe_k': 14};0.9371854144084324;0.9220929616693376;0.9034636583499982;0.9316011876558713;0.9337581175421285;0.9256202679251537;0.012158172952229858;2;0.9281693302730196;0.9331912159820317;0.9342610331020438;0.9359164163531477;0.9295652003768623;0.932220639217421;0.0029061470952552577;-1433.3092437950727;-1427.4392408552364;-1460.6736939071804;-1402.9411544974375;-1401.948355959726;-1425.2623378029307;21.749633181413408;2;-1387.8435176259125;-1335.2985487799906;-1353.7844499848259;-1321.2329724332765;-1357.5994520930046;-1351.151788183402;22.54438743016138;-0.0888885460650465;-0.08709813687795452;-0.08664545520421098;-0.0878441282978678;-0.08641632207935922;-0.0873785177048878;0.0008987539521554743;2;-0.08519676997590364;-0.08190334296471694;-0.08341810142976654;-0.08124495037449872;-0.08328491952931348;-0.08300961685483987;0.0013685159620780236;-903.4075625537953;-879.9129941964384;-877.9448486686015;-867.9398829160905;-875.7363663976107;-880.9883309465073;11.923809852463695;2;-856.1614960042871;-820.1696919508358;-830.5958855237468;-812.6947673078048;-829.3176217616638;-829.7878925096677;14.704595742386815;-2391.908160512036;-2714.905208176255;-3121.641607811976;-2574.5304351524064;-2447.8570953352023;-2650.1685013975753;260.7018055323559;2;-2622.364284943085;-2517.375265537354;-2476.1357365424196;-2458.030303038019;-2598.8457457721497;-2534.550267166605;65.43355907546632;5.484990677410782;-0.7080267282870055;GradientBoosting;True;5274.752969026566;0.15;0.8;10;900.0;4.0;4.0;0.0;40;0.5;7.0;absolute_error;0.05;squared_error;;;;;;;;;;;;;;;;;;;;;;;;;;;1351.151788183402;1425.2623378029307
185;2142.174979543686;258.87507042605637;7.360467195510864;0.6282555185206854;MinMaxScaler();;;;;;0.3;11;{'scaler__scaler': MinMaxScaler(), 'regressor__solver': 'adam', 'regressor__max_iter': 700, 'regressor__learning_rate_init': 0.01, 'regressor__hidden_layer_sizes': (400, 200), 'regressor__activation': 'logistic', 'feature_selection__spearman_thr': 0.3, 'feature_selection__rfe_k': 11};0.9401486899319699;0.9218543289042913;0.9039720872014647;0.9311738052721111;0.9396019759905508;0.9273501774600776;0.013455616476828058;1;0.943341728142158;0.9484732454732445;0.9399551502864649;0.9471632134052207;0.9497633003130146;0.9457393275240206;0.003602757401593921;-1407.524771078629;-1441.8583639034105;-1499.4980532959041;-1418.6559145030556;-1365.4739911922584;-1426.6022187946517;44.06882259438231;1;-1228.184253438677;-1190.8897591542502;-1310.5403799426738;-1178.0615646226993;-1152.03386380928;-1211.941964193516;55.07361773464389;-0.08763721929980084;-0.09002374123364208;-0.08963774478554423;-0.08962218949617222;-0.08672427921980048;-0.08872903480699197;0.001304672366631004;1;-0.07436847638199197;-0.07399462067210662;-0.08022917838433409;-0.0717992260037487;-0.07129135594882724;-0.07433657147820173;0.0031796925670241945;-879.4693429129875;-889.4758039061508;-907.676455361805;-869.3273772740304;-852.8224098089104;-879.7542778527768;18.483955342855147;1;-755.7338817399504;-735.3826395408396;-826.0116634846127;-728.2997576119378;-716.0129327781451;-752.2881750310971;39.04909767325645;-2334.8075098292857;-2719.0599674811783;-3113.410366121058;-2582.56124355508;-2337.389520980486;-2617.4457215934176;288.38833008558134;1;-2329.001271023339;-2210.7904072206925;-2366.469392803617;-2231.937536028125;-2194.812431201864;-2266.6022076555278;68.31905489490244;17.712090260360018;-1.9444205743337735;MLP_adam;False;114275.22255015373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adam;700.0;0.01;(400, 200);logistic;;;;;1211.941964193516;1426.6022187946517
40;84.92036361694336;4.1838582667613275;7.091782426834106;0.1007631625129218;MinMaxScaler(feature_range=(-1, 1));;;;;;0.2;12;{'scaler__scaler': MinMaxScaler(feature_range=(-1, 1)), 'regressor__regressor__validation_fraction': 0.2, 'regressor__regressor__subsample': 0.8, 'regressor__regressor__n_iter_no_change': 10, 'regressor__regressor__n_estimators': 700, 'regressor__regressor__min_samples_split': 6, 'regressor__regressor__min_samples_leaf': 4, 'regressor__regressor__min_impurity_decrease': 0.0, 'regressor__regressor__max_leaf_nodes': 40, 'regressor__regressor__max_features': 0.6, 'regressor__regressor__max_depth': 7, 'regressor__regressor__loss': 'absolute_error', 'regressor__regressor__learning_rate': 0.04, 'regressor__regressor__criterion': 'squared_error', 'feature_selection__spearman_thr': 0.2, 'feature_selection__rfe_k': 12};0.9390146902813108;0.9190507956232973;0.9068865899033185;0.9258144941733666;0.9336598566790751;0.9248852853320736;0.011273783064373669;3;0.9293329652062687;0.9323258366418526;0.9367310859495152;0.930291216636576;0.9289419558664322;0.9315246120601289;0.0028546111612244253;-1417.108246656023;-1437.052453010997;-1446.3961834306108;-1430.2239190134458;-1402.814802577597;-1426.7191209377347;15.297277472531192;3;-1363.586028196987;-1346.2539351400112;-1345.3223795833549;-1363.551026714348;-1364.635414703007;-1356.6697568675415;8.898209955357942;-0.0879900936361489;-0.08753487502482951;-0.0865831173234464;-0.08852639679400764;-0.08659264178601757;-0.08744542491289001;0.0007673303054982065;3;-0.08357122886819518;-0.08272074727932796;-0.0834913670254899;-0.08290626515970859;-0.0833112263999227;-0.08320016694652888;0.000331975937525877;-911.7972230853338;-882.0771258096756;-885.8392810601181;-873.9878887040004;-876.8471480532589;-886.1097333424774;13.482705966677587;3;-835.3744069253935;-828.3275091635815;-832.7814329871317;-839.5277864060627;-837.5653877227251;-834.7153046409788;3.9054106254798113;-2356.822458192424;-2767.4043263844396;-3065.7994249436247;-2681.2251285251705;-2449.6719548327624;-2664.184658575684;250.09051173323726;3;-2601.0368069589126;-2533.6266865207504;-2429.1716325567254;-2563.6432460515143;-2610.3184062376104;-2547.5593556651024;65.21809566045039;5.163332027975062;-0.7127376606155391;GradientBoosting;True;5274.752969026566;0.2;0.8;10;700.0;6.0;4.0;0.0;40;0.6;7.0;absolute_error;0.04;squared_error;;;;;;;;;;;;;;;;;;;;;;;;;;;1356.6697568675415;1426.7191209377347
117;62.73501601219177;2.861314066763383;7.998681974411011;0.058734967481264125;MinMaxScaler(feature_range=(-1, 1));;;;;;0.2;8;{'scaler__scaler': MinMaxScaler(feature_range=(-1, 1)), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 24, 'regressor__min_samples_leaf': 2, 'regressor__min_impurity_decrease': 0.001, 'regressor__max_samples': 0.8, 'regressor__max_features': 0.5, 'regressor__max_depth': 20, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.2, 'feature_selection__rfe_k': 8};0.9398481110638383;0.9259200479514893;0.9062318197220324;0.9313491394499828;0.9379691253288909;0.9282636487032467;0.012073195522347802;16;0.9473004416715622;0.9476451647351231;0.947186801163314;0.9465407443836966;0.9472971007887383;0.9471940505484868;0.0003611935578074107;-1423.96511228597;-1428.0840627278228;-1460.2070720990596;-1424.5260531794925;-1397.5884492588355;-1426.8741499102362;19.920722434048894;20;-1246.376767753909;-1240.6093061094793;-1262.813752016729;-1242.1025456524228;-1245.441351552958;-1247.4687446170997;7.957637540995159;-0.09081874528061051;-0.09033864372610548;-0.08894857470598107;-0.09095616375531164;-0.08894465294707775;-0.09000135608301729;0.0008852701159457465;18;-0.07848896503373094;-0.07817844553477096;-0.08032327582588135;-0.07795026304967957;-0.07842377952364032;-0.07867294579354063;0.0008469147324116775;-900.0448691690654;-905.5232242874335;-900.331204451224;-877.2710830163314;-886.4543874754972;-893.9249536799103;10.451545944198179;24;-788.3398112668929;-784.3181712799756;-799.885075400553;-788.1300983669921;-786.6552142951277;-789.4656741219083;5.403900863570665;-2340.662978029769;-2647.382352666156;-3076.559837519531;-2579.2696188662326;-2368.774286039283;-2602.529814624194;264.75389958738674;16;-2246.1644599064452;-2228.4842847895243;-2219.393180418587;-2245.046244250431;-2248.040413389951;-2237.425716550987;11.42130840267334;14.381555134529926;-1.9985769372472466;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;24.0;2.0;0.001;0.8;0.5;20;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1247.4687446170997;1426.8741499102362
94;61.42775483131409;1.931065859166403;8.049037647247314;0.11309603267616689;MinMaxScaler();;;;;;0.3;8;{'scaler__scaler': MinMaxScaler(), 'regressor__n_estimators': 300, 'regressor__min_samples_split': 26, 'regressor__min_samples_leaf': 2, 'regressor__min_impurity_decrease': 0.001, 'regressor__max_samples': 0.75, 'regressor__max_features': 0.5, 'regressor__max_depth': 19, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 0.0001, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.3, 'feature_selection__rfe_k': 8};0.941011324253751;0.9263900885814675;0.9045414359392899;0.9309682081745696;0.9391896756340967;0.928420146516635;0.013079197884342034;15;0.9463548303880841;0.9470673176447608;0.9437407930273664;0.944913818912497;0.9462272843372641;0.9456608088619944;0.0011853507572553788;-1420.71120624433;-1425.8055790905626;-1480.5600327804661;-1424.6598290339234;-1391.5465918158552;-1428.6566477930276;28.838692141379095;21;-1261.3931539566877;-1256.4127021946756;-1294.8492840771194;-1261.4059444423135;-1263.9160453441993;-1267.5954260029991;13.842989520016317;-0.09089881446783075;-0.09035287760631966;-0.08990152874960602;-0.0911428663221699;-0.08860843035481121;-0.09018090350014751;0.000896779322432319;19;-0.07961577770709384;-0.07935881398334499;-0.08209275835282702;-0.07934674042976647;-0.07979898189366626;-0.08004261447333971;0.0010388898093766094;-901.9072959421756;-891.5038311778499;-906.5400416357115;-887.1610626161605;-880.8739096889876;-893.5972282121769;9.426165900924923;22;-796.1978028742915;-795.9896103065075;-817.9171310057636;-803.1428551514;-801.2215288501284;-802.8937856376182;8.013279061733261;-2317.9207023761546;-2638.970107321562;-3104.166951963772;-2586.415671101889;-2345.353916169201;-2598.5654697865157;282.9454320120273;15;-2266.226820022785;-2240.7485717068507;-2290.655683481287;-2278.95195946239;-2270.7422784339606;-2269.4650626214548;16.5879351934096;12.70604314957881;-1.823133853469813;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;300.0;26.0;2.0;0.001;0.75;0.5;19;squared_error;0.0001;True;;;;;;;;;;;;;;;;;1267.5954260029991;1428.6566477930276
81;67.4660786151886;0.23760427146728047;10.030277490615845;0.5590716671666479;RobustScaler();;;;;;0.25;13;{'scaler__scaler': RobustScaler(), 'regressor__n_estimators': 400, 'regressor__min_samples_split': 30, 'regressor__min_samples_leaf': 4, 'regressor__min_impurity_decrease': 0.0005, 'regressor__max_samples': 0.8, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 20, 'regressor__criterion': 'squared_error', 'regressor__ccp_alpha': 5e-05, 'regressor__bootstrap': True, 'feature_selection__spearman_thr': 0.25, 'feature_selection__rfe_k': 13};0.9407313366705528;0.9216477488094632;0.9030367832932212;0.9242695701730104;0.9351607494288874;0.9249692376750269;0.012998961917639896;25;0.9357470674967214;0.9381472033060834;0.938985055259171;0.9360581857434294;0.935833747349414;0.9369542518309638;0.001346332390552238;-1415.2880585114901;-1439.2911532628807;-1458.9562155078547;-1429.8850204479807;-1402.895646651498;-1429.263218876341;19.355485664120817;22;-1323.5258205660705;-1317.5558209399635;-1323.4685395245217;-1318.3995671512644;-1323.4695851279444;-1321.283866661953;2.7127118022307597;-0.09205046547365028;-0.09254782980998234;-0.08967959808204852;-0.09261106946562735;-0.09015837926050634;-0.09140946841836298;0.0012416331520195922;25;-0.08441146778145593;-0.08410552086596541;-0.08499217686776968;-0.08391080339768414;-0.08445911231776335;-0.08437581624612771;0.0003680777703656507;-907.6713737891332;-896.4147887797099;-890.4319629958591;-885.5883950411999;-884.952137094172;-893.0117315400148;8.404809368406774;21;-833.8386687816819;-827.7689343144593;-838.2063980974635;-830.722732083952;-833.3613053694098;-832.7796077293933;3.4712424763416045;-2323.4151530388795;-2722.6515479768195;-3128.535804642887;-2708.99972369664;-2421.8024863329656;-2661.0809431376388;281.3800142686968;25;-2480.1876488730118;-2422.204728927111;-2385.509343140088;-2455.309899626969;-2480.5055296666596;-2444.7434300467676;36.506275615692154;8.172305356848364;-1.279146141075318;RandomForest;False;5327.5425760746;;;;;;;;;;;;;;400.0;30.0;4.0;0.0005;0.8;sqrt;20;squared_error;5,00E-05;True;;;;;;;;;;;;;;;;;1321.283866661953;1429.263218876341
